Probe	Chromosome	Start	End	Probe Strand	No value	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	21d_egfp	25d_egfp	28d_egfp
Chr10:11000001-12000000	10	11000001	12000000		NaN	null					Not found	0	41.0	38.0	155.0
Chr10:12000001-13000000	10	12000001	13000000		NaN	null					Not found	0	129.0	88.0	200.0
Chr10:13000001-14000000	10	13000001	14000000		NaN	null					Not found	0	37.0	45.0	135.0
Chr10:14000001-15000000	10	14000001	15000000		NaN	null					Not found	0	34.0	28.0	80.0
Chr10:15000001-16000000	10	15000001	16000000		NaN	null					Not found	0	31.0	74.0	89.0
Chr10:16000001-17000000	10	16000001	17000000		NaN	null					Not found	0	133.0	111.0	149.0
Chr10:17000001-18000000	10	17000001	18000000		NaN	null					Not found	0	54.0	91.0	135.0
Chr10:18000001-19000000	10	18000001	19000000		NaN	null					Not found	0	36.0	69.0	84.0
Chr10:19000001-20000000	10	19000001	20000000		NaN	null					Not found	0	31.0	105.0	79.0
Chr10:20000001-21000000	10	20000001	21000000		NaN	null					Not found	0	37.0	88.0	140.0
Chr10:21000001-22000000	10	21000001	22000000		NaN	null					Not found	0	50.0	85.0	113.0
Chr10:22000001-23000000	10	22000001	23000000		NaN	null					Not found	0	59.0	53.0	77.0
Chr10:23000001-24000000	10	23000001	24000000		NaN	null					Not found	0	44.0	102.0	120.0
Chr10:24000001-25000000	10	24000001	25000000		NaN	null					Not found	0	26.0	75.0	119.0
Chr10:25000001-26000000	10	25000001	26000000		NaN	null					Not found	0	30.0	42.0	63.0
Chr10:26000001-27000000	10	26000001	27000000		NaN	null					Not found	0	37.0	54.0	86.0
Chr10:27000001-28000000	10	27000001	28000000		NaN	null					Not found	0	43.0	54.0	97.0
Chr10:28000001-29000000	10	28000001	29000000		NaN	null					Not found	0	35.0	64.0	120.0
Chr10:29000001-30000000	10	29000001	30000000		NaN	null					Not found	0	38.0	36.0	88.0
Chr10:30000001-31000000	10	30000001	31000000		NaN	null					Not found	0	50.0	95.0	69.0
Chr10:31000001-32000000	10	31000001	32000000		NaN	null					Not found	0	56.0	68.0	88.0
Chr10:32000001-33000000	10	32000001	33000000		NaN	null					Not found	0	62.0	77.0	86.0
Chr10:33000001-34000000	10	33000001	34000000		NaN	null					Not found	0	39.0	50.0	105.0
Chr10:34000001-35000000	10	34000001	35000000		NaN	null					Not found	0	7.0	53.0	53.0
Chr10:35000001-36000000	10	35000001	36000000		NaN	null					Not found	0	39.0	44.0	141.0
Chr10:36000001-37000000	10	36000001	37000000		NaN	null					Not found	0	35.0	61.0	85.0
Chr10:37000001-38000000	10	37000001	38000000		NaN	null					Not found	0	73.0	92.0	84.0
Chr10:38000001-39000000	10	38000001	39000000		NaN	null					Not found	0	48.0	163.0	246.0
Chr10:39000001-40000000	10	39000001	40000000		NaN	null					Not found	0	86.0	91.0	137.0
Chr10:40000001-41000000	10	40000001	41000000		NaN	null					Not found	0	49.0	46.0	83.0
Chr10:41000001-42000000	10	41000001	42000000		NaN	null					Not found	0	52.0	50.0	56.0
Chr10:42000001-43000000	10	42000001	43000000		NaN	null					Not found	0	81.0	85.0	146.0
Chr10:43000001-44000000	10	43000001	44000000		NaN	null					Not found	0	43.0	99.0	152.0
Chr10:44000001-45000000	10	44000001	45000000		NaN	null					Not found	0	49.0	141.0	232.0
Chr10:45000001-45574255	10	45000001	45574255		NaN	null					Not found	0	29.0	93.0	127.0
Chr11:1-1000000	11	1	1000000		NaN	null					Not found	0	67.0	100.0	147.0
Chr11:1000001-2000000	11	1000001	2000000		NaN	null					Not found	0	59.0	97.0	182.0
Chr11:2000001-3000000	11	2000001	3000000		NaN	null					Not found	0	75.0	82.0	96.0
Chr11:3000001-4000000	11	3000001	4000000		NaN	null					Not found	0	32.0	106.0	144.0
Chr11:4000001-5000000	11	4000001	5000000		NaN	null					Not found	0	44.0	100.0	114.0
Chr11:5000001-6000000	11	5000001	6000000		NaN	null					Not found	0	61.0	134.0	137.0
Chr11:6000001-7000000	11	6000001	7000000		NaN	null					Not found	0	31.0	85.0	104.0
Chr11:7000001-8000000	11	7000001	8000000		NaN	null					Not found	0	31.0	73.0	137.0
Chr11:8000001-9000000	11	8000001	9000000		NaN	null					Not found	0	33.0	81.0	90.0
Chr11:9000001-10000000	11	9000001	10000000		NaN	null					Not found	0	43.0	87.0	89.0
Chr11:10000001-11000000	11	10000001	11000000		NaN	null					Not found	0	33.0	73.0	137.0
Chr11:11000001-12000000	11	11000001	12000000		NaN	null					Not found	0	49.0	80.0	75.0
Chr11:12000001-13000000	11	12000001	13000000		NaN	null					Not found	0	38.0	108.0	72.0
Chr11:13000001-14000000	11	13000001	14000000		NaN	null					Not found	0	32.0	63.0	95.0
Chr11:14000001-15000000	11	14000001	15000000		NaN	null					Not found	0	39.0	55.0	185.0
Chr11:15000001-16000000	11	15000001	16000000		NaN	null					Not found	0	24.0	64.0	60.0
Chr11:16000001-17000000	11	16000001	17000000		NaN	null					Not found	0	32.0	40.0	70.0
Chr11:17000001-18000000	11	17000001	18000000		NaN	null					Not found	0	59.0	89.0	134.0
Chr11:18000001-19000000	11	18000001	19000000		NaN	null					Not found	0	29.0	61.0	69.0
Chr11:19000001-20000000	11	19000001	20000000		NaN	null					Not found	0	23.0	49.0	67.0
Chr11:20000001-21000000	11	20000001	21000000		NaN	null					Not found	0	13.0	41.0	41.0
Chr11:21000001-22000000	11	21000001	22000000		NaN	null					Not found	0	53.0	71.0	82.0
Chr11:22000001-23000000	11	22000001	23000000		NaN	null					Not found	0	48.0	66.0	69.0
Chr11:23000001-24000000	11	23000001	24000000		NaN	null					Not found	0	21.0	59.0	65.0
Chr11:24000001-25000000	11	24000001	25000000		NaN	null					Not found	0	32.0	97.0	44.0
Chr11:25000001-26000000	11	25000001	26000000		NaN	null					Not found	0	31.0	79.0	80.0
Chr11:26000001-27000000	11	26000001	27000000		NaN	null					Not found	0	30.0	52.0	49.0
Chr11:27000001-28000000	11	27000001	28000000		NaN	null					Not found	0	24.0	52.0	56.0
Chr11:28000001-29000000	11	28000001	29000000		NaN	null					Not found	0	41.0	55.0	104.0
Chr11:29000001-30000000	11	29000001	30000000		NaN	null					Not found	0	23.0	83.0	71.0
Chr11:30000001-31000000	11	30000001	31000000		NaN	null					Not found	0	42.0	85.0	85.0
Chr11:31000001-32000000	11	31000001	32000000		NaN	null					Not found	0	24.0	49.0	74.0
Chr11:32000001-33000000	11	32000001	33000000		NaN	null					Not found	0	36.0	49.0	37.0
Chr11:33000001-34000000	11	33000001	34000000		NaN	null					Not found	0	26.0	70.0	91.0
Chr11:34000001-35000000	11	34000001	35000000		NaN	null					Not found	0	25.0	38.0	82.0
Chr11:35000001-36000000	11	35000001	36000000		NaN	null					Not found	0	57.0	71.0	99.0
Chr11:36000001-37000000	11	36000001	37000000		NaN	null					Not found	0	41.0	34.0	86.0
Chr11:37000001-38000000	11	37000001	38000000		NaN	null					Not found	0	79.0	97.0	89.0
Chr11:38000001-39000000	11	38000001	39000000		NaN	null					Not found	0	35.0	114.0	81.0
Chr11:39000001-40000000	11	39000001	40000000		NaN	null					Not found	0	23.0	70.0	112.0
Chr11:40000001-41000000	11	40000001	41000000		NaN	null					Not found	0	29.0	105.0	105.0
Chr11:41000001-42000000	11	41000001	42000000		NaN	null					Not found	0	66.0	64.0	103.0
Chr11:42000001-43000000	11	42000001	43000000		NaN	null					Not found	0	65.0	120.0	108.0
Chr11:43000001-44000000	11	43000001	44000000		NaN	null					Not found	0	53.0	86.0	137.0
Chr11:44000001-45000000	11	44000001	45000000		NaN	null					Not found	0	62.0	94.0	134.0
Chr11:45000001-45107271	11	45000001	45107271		NaN	null					Not found	0	6.0	5.0	41.0
Chr12:1-1000000	12	1	1000000		NaN	null					Not found	0	88.0	112.0	170.0
Chr12:1000001-2000000	12	1000001	2000000		NaN	null					Not found	0	62.0	35.0	124.0
Chr12:2000001-3000000	12	2000001	3000000		NaN	null					Not found	0	49.0	47.0	103.0
Chr12:3000001-4000000	12	3000001	4000000		NaN	null					Not found	0	31.0	65.0	95.0
Chr12:4000001-5000000	12	4000001	5000000		NaN	null					Not found	0	56.0	112.0	102.0
Chr12:5000001-6000000	12	5000001	6000000		NaN	null					Not found	0	27.0	44.0	131.0
Chr12:6000001-7000000	12	6000001	7000000		NaN	null					Not found	0	70.0	50.0	123.0
Chr12:7000001-8000000	12	7000001	8000000		NaN	null					Not found	0	46.0	64.0	109.0
Chr12:8000001-9000000	12	8000001	9000000		NaN	null					Not found	0	37.0	51.0	148.0
Chr12:9000001-10000000	12	9000001	10000000		NaN	null					Not found	0	48.0	71.0	77.0
Chr12:10000001-11000000	12	10000001	11000000		NaN	null					Not found	0	23.0	55.0	49.0
Chr12:11000001-12000000	12	11000001	12000000		NaN	null					Not found	0	50.0	90.0	106.0
Chr12:12000001-13000000	12	12000001	13000000		NaN	null					Not found	0	57.0	83.0	133.0
Chr12:13000001-14000000	12	13000001	14000000		NaN	null					Not found	0	49.0	43.0	78.0
Chr12:14000001-15000000	12	14000001	15000000		NaN	null					Not found	0	64.0	107.0	187.0
Chr12:15000001-16000000	12	15000001	16000000		NaN	null					Not found	0	31.0	83.0	105.0
Chr12:16000001-17000000	12	16000001	17000000		NaN	null					Not found	0	59.0	124.0	150.0
Chr12:17000001-18000000	12	17000001	18000000		NaN	null					Not found	0	51.0	77.0	126.0
Chr12:18000001-19000000	12	18000001	19000000		NaN	null					Not found	0	95.0	76.0	135.0
Chr12:19000001-20000000	12	19000001	20000000		NaN	null					Not found	0	48.0	70.0	121.0
Chr12:20000001-21000000	12	20000001	21000000		NaN	null					Not found	0	37.0	32.0	71.0
Chr12:21000001-22000000	12	21000001	22000000		NaN	null					Not found	0	33.0	78.0	42.0
Chr12:22000001-23000000	12	22000001	23000000		NaN	null					Not found	0	61.0	87.0	111.0
Chr12:23000001-24000000	12	23000001	24000000		NaN	null					Not found	0	44.0	62.0	75.0
Chr12:24000001-25000000	12	24000001	25000000		NaN	null					Not found	0	48.0	85.0	115.0
Chr12:25000001-26000000	12	25000001	26000000		NaN	null					Not found	0	50.0	74.0	107.0
Chr12:26000001-27000000	12	26000001	27000000		NaN	null					Not found	0	52.0	112.0	120.0
Chr12:27000001-28000000	12	27000001	28000000		NaN	null					Not found	0	16.0	59.0	92.0
Chr12:28000001-29000000	12	28000001	29000000		NaN	null					Not found	0	15.0	61.0	96.0
Chr12:29000001-30000000	12	29000001	30000000		NaN	null					Not found	0	44.0	41.0	76.0
Chr12:30000001-31000000	12	30000001	31000000		NaN	null					Not found	0	52.0	48.0	112.0
Chr12:31000001-32000000	12	31000001	32000000		NaN	null					Not found	0	24.0	81.0	45.0
Chr12:32000001-33000000	12	32000001	33000000		NaN	null					Not found	0	48.0	61.0	91.0
Chr12:33000001-34000000	12	33000001	34000000		NaN	null					Not found	0	48.0	67.0	98.0
Chr12:34000001-35000000	12	34000001	35000000		NaN	null					Not found	0	69.0	79.0	54.0
Chr12:35000001-36000000	12	35000001	36000000		NaN	null					Not found	0	62.0	35.0	100.0
Chr12:36000001-37000000	12	36000001	37000000		NaN	null					Not found	0	35.0	60.0	84.0
Chr12:37000001-38000000	12	37000001	38000000		NaN	null					Not found	0	39.0	78.0	96.0
Chr12:38000001-39000000	12	38000001	39000000		NaN	null					Not found	0	37.0	34.0	63.0
Chr12:39000001-40000000	12	39000001	40000000		NaN	null					Not found	0	13.0	52.0	71.0
Chr12:40000001-41000000	12	40000001	41000000		NaN	null					Not found	0	35.0	68.0	101.0
Chr12:41000001-42000000	12	41000001	42000000		NaN	null					Not found	0	30.0	73.0	53.0
Chr12:42000001-43000000	12	42000001	43000000		NaN	null					Not found	0	55.0	64.0	132.0
Chr12:43000001-44000000	12	43000001	44000000		NaN	null					Not found	0	42.0	50.0	89.0
Chr12:44000001-45000000	12	44000001	45000000		NaN	null					Not found	0	15.0	23.0	118.0
Chr12:45000001-46000000	12	45000001	46000000		NaN	null					Not found	0	33.0	60.0	59.0
Chr12:46000001-47000000	12	46000001	47000000		NaN	null					Not found	0	46.0	43.0	75.0
Chr12:47000001-48000000	12	47000001	48000000		NaN	null					Not found	0	24.0	122.0	89.0
Chr12:48000001-49000000	12	48000001	49000000		NaN	null					Not found	0	81.0	52.0	149.0
Chr12:49000001-49229541	12	49000001	49229541		NaN	null					Not found	0	14.0	41.0	29.0
Chr13:1-1000000	13	1	1000000		NaN	null					Not found	0	60.0	110.0	230.0
Chr13:1000001-2000000	13	1000001	2000000		NaN	null					Not found	0	88.0	94.0	169.0
Chr13:2000001-3000000	13	2000001	3000000		NaN	null					Not found	0	60.0	59.0	110.0
Chr13:3000001-4000000	13	3000001	4000000		NaN	null					Not found	0	51.0	95.0	137.0
Chr13:4000001-5000000	13	4000001	5000000		NaN	null					Not found	0	76.0	86.0	155.0
Chr13:5000001-6000000	13	5000001	6000000		NaN	null					Not found	0	58.0	71.0	114.0
Chr13:6000001-7000000	13	6000001	7000000		NaN	null					Not found	0	37.0	77.0	86.0
Chr13:7000001-8000000	13	7000001	8000000		NaN	null					Not found	0	32.0	76.0	82.0
Chr13:8000001-9000000	13	8000001	9000000		NaN	null					Not found	0	33.0	56.0	49.0
Chr13:9000001-10000000	13	9000001	10000000		NaN	null					Not found	0	41.0	58.0	80.0
Chr13:10000001-11000000	13	10000001	11000000		NaN	null					Not found	0	71.0	112.0	115.0
Chr13:11000001-12000000	13	11000001	12000000		NaN	null					Not found	0	58.0	70.0	133.0
Chr13:12000001-13000000	13	12000001	13000000		NaN	null					Not found	0	39.0	109.0	66.0
Chr13:13000001-14000000	13	13000001	14000000		NaN	null					Not found	0	28.0	40.0	93.0
Chr13:14000001-15000000	13	14000001	15000000		NaN	null					Not found	0	72.0	98.0	101.0
Chr13:15000001-16000000	13	15000001	16000000		NaN	null					Not found	0	46.0	124.0	118.0
Chr13:16000001-17000000	13	16000001	17000000		NaN	null					Not found	0	36.0	57.0	64.0
Chr13:17000001-18000000	13	17000001	18000000		NaN	null					Not found	0	38.0	62.0	146.0
Chr13:18000001-19000000	13	18000001	19000000		NaN	null					Not found	0	68.0	69.0	150.0
Chr13:19000001-20000000	13	19000001	20000000		NaN	null					Not found	0	60.0	58.0	96.0
Chr13:20000001-21000000	13	20000001	21000000		NaN	null					Not found	0	21.0	67.0	66.0
Chr13:21000001-22000000	13	21000001	22000000		NaN	null					Not found	0	34.0	45.0	100.0
Chr13:22000001-23000000	13	22000001	23000000		NaN	null					Not found	0	33.0	63.0	64.0
Chr13:23000001-24000000	13	23000001	24000000		NaN	null					Not found	0	43.0	41.0	64.0
Chr13:24000001-25000000	13	24000001	25000000		NaN	null					Not found	0	45.0	72.0	165.0
Chr13:25000001-26000000	13	25000001	26000000		NaN	null					Not found	0	45.0	70.0	138.0
Chr13:26000001-27000000	13	26000001	27000000		NaN	null					Not found	0	47.0	91.0	81.0
Chr13:27000001-28000000	13	27000001	28000000		NaN	null					Not found	0	26.0	46.0	64.0
Chr13:28000001-29000000	13	28000001	29000000		NaN	null					Not found	0	33.0	86.0	97.0
Chr13:29000001-30000000	13	29000001	30000000		NaN	null					Not found	0	29.0	52.0	72.0
Chr13:30000001-31000000	13	30000001	31000000		NaN	null					Not found	0	41.0	66.0	68.0
Chr13:31000001-32000000	13	31000001	32000000		NaN	null					Not found	0	13.0	66.0	78.0
Chr13:32000001-33000000	13	32000001	33000000		NaN	null					Not found	0	38.0	98.0	137.0
Chr13:33000001-34000000	13	33000001	34000000		NaN	null					Not found	0	39.0	62.0	84.0
Chr13:34000001-35000000	13	34000001	35000000		NaN	null					Not found	0	28.0	57.0	81.0
Chr13:35000001-36000000	13	35000001	36000000		NaN	null					Not found	0	30.0	62.0	90.0
Chr13:36000001-37000000	13	36000001	37000000		NaN	null					Not found	0	24.0	84.0	86.0
Chr13:37000001-38000000	13	37000001	38000000		NaN	null					Not found	0	31.0	49.0	78.0
Chr13:38000001-39000000	13	38000001	39000000		NaN	null					Not found	0	26.0	59.0	46.0
Chr13:39000001-40000000	13	39000001	40000000		NaN	null					Not found	0	53.0	67.0	115.0
Chr13:40000001-41000000	13	40000001	41000000		NaN	null					Not found	0	36.0	91.0	80.0
Chr13:41000001-42000000	13	41000001	42000000		NaN	null					Not found	0	47.0	105.0	67.0
Chr13:42000001-43000000	13	42000001	43000000		NaN	null					Not found	0	47.0	35.0	73.0
Chr13:43000001-44000000	13	43000001	44000000		NaN	null					Not found	0	33.0	85.0	88.0
Chr13:44000001-45000000	13	44000001	45000000		NaN	null					Not found	0	48.0	60.0	126.0
Chr13:45000001-46000000	13	45000001	46000000		NaN	null					Not found	0	39.0	80.0	84.0
Chr13:46000001-47000000	13	46000001	47000000		NaN	null					Not found	0	39.0	100.0	102.0
Chr13:47000001-48000000	13	47000001	48000000		NaN	null					Not found	0	56.0	80.0	127.0
Chr13:48000001-49000000	13	48000001	49000000		NaN	null					Not found	0	40.0	66.0	154.0
Chr13:49000001-50000000	13	49000001	50000000		NaN	null					Not found	0	88.0	84.0	197.0
Chr13:50000001-51000000	13	50000001	51000000		NaN	null					Not found	0	100.0	127.0	156.0
Chr13:51000001-51780250	13	51000001	51780250		NaN	null					Not found	0	57.0	66.0	143.0
Chr14:1-1000000	14	1	1000000		NaN	null					Not found	0	57.0	80.0	311.0
Chr14:1000001-2000000	14	1000001	2000000		NaN	null					Not found	0	55.0	76.0	81.0
Chr14:2000001-3000000	14	2000001	3000000		NaN	null					Not found	0	38.0	112.0	206.0
Chr14:3000001-4000000	14	3000001	4000000		NaN	null					Not found	0	40.0	63.0	35.0
Chr14:4000001-5000000	14	4000001	5000000		NaN	null					Not found	0	53.0	94.0	108.0
Chr14:5000001-6000000	14	5000001	6000000		NaN	null					Not found	0	43.0	81.0	100.0
Chr14:6000001-7000000	14	6000001	7000000		NaN	null					Not found	0	41.0	93.0	113.0
Chr14:7000001-8000000	14	7000001	8000000		NaN	null					Not found	0	33.0	65.0	137.0
Chr14:8000001-9000000	14	8000001	9000000		NaN	null					Not found	0	27.0	53.0	120.0
Chr14:9000001-10000000	14	9000001	10000000		NaN	null					Not found	0	45.0	58.0	91.0
Chr14:10000001-11000000	14	10000001	11000000		NaN	null					Not found	0	46.0	69.0	92.0
Chr14:11000001-12000000	14	11000001	12000000		NaN	null					Not found	0	37.0	76.0	124.0
Chr14:12000001-13000000	14	12000001	13000000		NaN	null					Not found	0	61.0	126.0	147.0
Chr14:13000001-14000000	14	13000001	14000000		NaN	null					Not found	0	95.0	132.0	163.0
Chr14:14000001-15000000	14	14000001	15000000		NaN	null					Not found	0	55.0	123.0	158.0
Chr14:15000001-16000000	14	15000001	16000000		NaN	null					Not found	0	75.0	46.0	102.0
Chr14:16000001-17000000	14	16000001	17000000		NaN	null					Not found	0	47.0	64.0	42.0
Chr14:17000001-18000000	14	17000001	18000000		NaN	null					Not found	0	38.0	76.0	89.0
Chr14:18000001-19000000	14	18000001	19000000		NaN	null					Not found	0	28.0	49.0	90.0
Chr14:19000001-20000000	14	19000001	20000000		NaN	null					Not found	0	92.0	93.0	197.0
Chr14:20000001-21000000	14	20000001	21000000		NaN	null					Not found	0	25.0	70.0	101.0
Chr14:21000001-22000000	14	21000001	22000000		NaN	null					Not found	0	52.0	64.0	72.0
Chr14:22000001-23000000	14	22000001	23000000		NaN	null					Not found	0	23.0	40.0	81.0
Chr14:23000001-24000000	14	23000001	24000000		NaN	null					Not found	0	22.0	55.0	120.0
Chr14:24000001-25000000	14	24000001	25000000		NaN	null					Not found	0	44.0	58.0	116.0
Chr14:25000001-26000000	14	25000001	26000000		NaN	null					Not found	0	10.0	43.0	53.0
Chr14:26000001-27000000	14	26000001	27000000		NaN	null					Not found	0	39.0	58.0	86.0
Chr14:27000001-28000000	14	27000001	28000000		NaN	null					Not found	0	40.0	37.0	86.0
Chr14:28000001-29000000	14	28000001	29000000		NaN	null					Not found	0	22.0	51.0	59.0
Chr14:29000001-30000000	14	29000001	30000000		NaN	null					Not found	0	35.0	36.0	65.0
Chr14:30000001-31000000	14	30000001	31000000		NaN	null					Not found	0	35.0	65.0	89.0
Chr14:31000001-32000000	14	31000001	32000000		NaN	null					Not found	0	56.0	76.0	89.0
Chr14:32000001-33000000	14	32000001	33000000		NaN	null					Not found	0	28.0	57.0	70.0
Chr14:33000001-34000000	14	33000001	34000000		NaN	null					Not found	0	47.0	86.0	102.0
Chr14:34000001-35000000	14	34000001	35000000		NaN	null					Not found	0	27.0	87.0	103.0
Chr14:35000001-36000000	14	35000001	36000000		NaN	null					Not found	0	46.0	56.0	94.0
Chr14:36000001-37000000	14	36000001	37000000		NaN	null					Not found	0	41.0	50.0	75.0
Chr14:37000001-38000000	14	37000001	38000000		NaN	null					Not found	0	47.0	68.0	91.0
Chr14:38000001-39000000	14	38000001	39000000		NaN	null					Not found	0	35.0	45.0	70.0
Chr14:39000001-40000000	14	39000001	40000000		NaN	null					Not found	0	59.0	40.0	137.0
Chr14:40000001-41000000	14	40000001	41000000		NaN	null					Not found	0	43.0	50.0	121.0
Chr14:41000001-42000000	14	41000001	42000000		NaN	null					Not found	0	56.0	59.0	66.0
Chr14:42000001-43000000	14	42000001	43000000		NaN	null					Not found	0	60.0	110.0	136.0
Chr14:43000001-44000000	14	43000001	44000000		NaN	null					Not found	0	29.0	36.0	111.0
Chr14:44000001-45000000	14	44000001	45000000		NaN	null					Not found	0	68.0	118.0	123.0
Chr14:45000001-46000000	14	45000001	46000000		NaN	null					Not found	0	32.0	38.0	76.0
Chr14:46000001-47000000	14	46000001	47000000		NaN	null					Not found	0	77.0	70.0	115.0
Chr14:47000001-48000000	14	47000001	48000000		NaN	null					Not found	0	30.0	77.0	136.0
Chr14:48000001-49000000	14	48000001	49000000		NaN	null					Not found	0	45.0	93.0	128.0
Chr14:49000001-50000000	14	49000001	50000000		NaN	null					Not found	0	22.0	59.0	99.0
Chr14:50000001-51000000	14	50000001	51000000		NaN	null					Not found	0	46.0	58.0	113.0
Chr14:51000001-51944548	14	51000001	51944548		NaN	null					Not found	0	49.0	86.0	141.0
Chr15:1-1000000	15	1	1000000		NaN	null					Not found	0	75.0	109.0	146.0
Chr15:1000001-2000000	15	1000001	2000000		NaN	null					Not found	0	59.0	137.0	102.0
Chr15:2000001-3000000	15	2000001	3000000		NaN	null					Not found	0	72.0	134.0	138.0
Chr15:3000001-4000000	15	3000001	4000000		NaN	null					Not found	0	45.0	89.0	167.0
Chr15:4000001-5000000	15	4000001	5000000		NaN	null					Not found	0	68.0	150.0	166.0
Chr15:5000001-6000000	15	5000001	6000000		NaN	null					Not found	0	51.0	80.0	109.0
Chr15:6000001-7000000	15	6000001	7000000		NaN	null					Not found	0	32.0	74.0	82.0
Chr15:7000001-8000000	15	7000001	8000000		NaN	null					Not found	0	30.0	57.0	106.0
Chr15:8000001-9000000	15	8000001	9000000		NaN	null					Not found	0	16.0	66.0	92.0
Chr15:9000001-10000000	15	9000001	10000000		NaN	null					Not found	0	9.0	66.0	70.0
Chr15:10000001-11000000	15	10000001	11000000		NaN	null					Not found	0	52.0	75.0	84.0
Chr15:11000001-12000000	15	11000001	12000000		NaN	null					Not found	0	112.0	77.0	156.0
Chr15:12000001-13000000	15	12000001	13000000		NaN	null					Not found	0	25.0	36.0	62.0
Chr15:13000001-14000000	15	13000001	14000000		NaN	null					Not found	0	30.0	69.0	77.0
Chr15:14000001-15000000	15	14000001	15000000		NaN	null					Not found	0	68.0	113.0	160.0
Chr15:15000001-16000000	15	15000001	16000000		NaN	null					Not found	0	35.0	80.0	50.0
Chr15:16000001-17000000	15	16000001	17000000		NaN	null					Not found	0	37.0	67.0	129.0
Chr15:17000001-18000000	15	17000001	18000000		NaN	null					Not found	0	66.0	82.0	77.0
Chr15:18000001-19000000	15	18000001	19000000		NaN	null					Not found	0	21.0	78.0	79.0
Chr15:19000001-20000000	15	19000001	20000000		NaN	null					Not found	0	34.0	96.0	106.0
Chr15:20000001-21000000	15	20000001	21000000		NaN	null					Not found	0	42.0	64.0	66.0
Chr15:21000001-22000000	15	21000001	22000000		NaN	null					Not found	0	55.0	84.0	85.0
Chr15:22000001-23000000	15	22000001	23000000		NaN	null					Not found	0	47.0	58.0	86.0
Chr15:23000001-24000000	15	23000001	24000000		NaN	null					Not found	0	45.0	70.0	102.0
Chr15:24000001-25000000	15	24000001	25000000		NaN	null					Not found	0	52.0	76.0	99.0
Chr15:25000001-26000000	15	25000001	26000000		NaN	null					Not found	0	41.0	46.0	73.0
Chr15:26000001-27000000	15	26000001	27000000		NaN	null					Not found	0	26.0	92.0	76.0
Chr15:27000001-28000000	15	27000001	28000000		NaN	null					Not found	0	44.0	92.0	81.0
Chr15:28000001-29000000	15	28000001	29000000		NaN	null					Not found	0	27.0	58.0	73.0
Chr15:29000001-30000000	15	29000001	30000000		NaN	null					Not found	0	22.0	37.0	50.0
Chr15:30000001-31000000	15	30000001	31000000		NaN	null					Not found	0	41.0	89.0	134.0
Chr15:31000001-32000000	15	31000001	32000000		NaN	null					Not found	0	44.0	80.0	118.0
Chr15:32000001-33000000	15	32000001	33000000		NaN	null					Not found	0	12.0	66.0	90.0
Chr15:33000001-34000000	15	33000001	34000000		NaN	null					Not found	0	10.0	34.0	71.0
Chr15:34000001-35000000	15	34000001	35000000		NaN	null					Not found	0	31.0	67.0	49.0
Chr15:35000001-36000000	15	35000001	36000000		NaN	null					Not found	0	23.0	121.0	60.0
Chr15:36000001-37000000	15	36000001	37000000		NaN	null					Not found	0	30.0	35.0	84.0
Chr15:37000001-38000000	15	37000001	38000000		NaN	null					Not found	0	44.0	45.0	65.0
Chr15:38000001-39000000	15	38000001	39000000		NaN	null					Not found	0	35.0	46.0	117.0
Chr15:39000001-40000000	15	39000001	40000000		NaN	null					Not found	0	40.0	133.0	127.0
Chr15:40000001-41000000	15	40000001	41000000		NaN	null					Not found	0	39.0	109.0	103.0
Chr15:41000001-42000000	15	41000001	42000000		NaN	null					Not found	0	34.0	57.0	150.0
Chr15:42000001-43000000	15	42000001	43000000		NaN	null					Not found	0	104.0	69.0	157.0
Chr15:43000001-44000000	15	43000001	44000000		NaN	null					Not found	0	45.0	78.0	129.0
Chr15:44000001-45000000	15	44000001	45000000		NaN	null					Not found	0	36.0	117.0	148.0
Chr15:45000001-46000000	15	45000001	46000000		NaN	null					Not found	0	26.0	84.0	71.0
Chr15:46000001-47000000	15	46000001	47000000		NaN	null					Not found	0	47.0	133.0	137.0
Chr15:47000001-47771147	15	47000001	47771147		NaN	null					Not found	0	41.0	79.0	128.0
Chr16:1-1000000	16	1	1000000		NaN	null					Not found	0	65.0	92.0	213.0
Chr16:1000001-2000000	16	1000001	2000000		NaN	null					Not found	0	40.0	97.0	123.0
Chr16:2000001-3000000	16	2000001	3000000		NaN	null					Not found	0	42.0	113.0	148.0
Chr16:3000001-4000000	16	3000001	4000000		NaN	null					Not found	0	26.0	57.0	80.0
Chr16:4000001-5000000	16	4000001	5000000		NaN	null					Not found	0	47.0	80.0	132.0
Chr16:5000001-6000000	16	5000001	6000000		NaN	null					Not found	0	64.0	94.0	180.0
Chr16:6000001-7000000	16	6000001	7000000		NaN	null					Not found	0	24.0	59.0	107.0
Chr16:7000001-8000000	16	7000001	8000000		NaN	null					Not found	0	50.0	122.0	86.0
Chr16:8000001-9000000	16	8000001	9000000		NaN	null					Not found	0	13.0	74.0	92.0
Chr16:9000001-10000000	16	9000001	10000000		NaN	null					Not found	0	42.0	58.0	59.0
Chr16:10000001-11000000	16	10000001	11000000		NaN	null					Not found	0	23.0	65.0	90.0
Chr16:11000001-12000000	16	11000001	12000000		NaN	null					Not found	0	28.0	64.0	94.0
Chr16:12000001-13000000	16	12000001	13000000		NaN	null					Not found	0	46.0	76.0	68.0
